stanje,izvor,redak,pojmovi,odjeljak
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,220,numerički pokus,## Serijske i paralelne mreže {#sec-cjevovodne-mreze}
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,260,mreže,### Snaga bez miješanja energijskih razina {#sec-ledger-snage}
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,385,mreža,## Riješeni primjeri {#sec-u13-rijeseni-primjeri}
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,666,rezidual,### Radna točka hrapavog voda {#task-radna-tocka-hrapavog-voda .unnumbered .unlisted}
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,671,rezidual,### Naputak
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,677,reziduala,### Kontrolni rezultat
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,730,CFD; Numerički most; mrežni,### Kontrolni rezultat
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,732,CFD; Mreža; mreža; mreže,### Kontrolni rezultat
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,734,CFD; mrežni,### Kontrolni rezultat
poslije,source/u13_gubici_cjevovodi_crpke_i_mreze.md,736,CFD; cfd; mrežni,### Kontrolni rezultat
prije,source/u14_turbostrojevi_i_propulzija.md,226,Računalo,## Strujanje gledano s lopatice
prije,source/u14_turbostrojevi_i_propulzija.md,329,Numerički trag,## Strujanje gledano s lopatice
prije,source/u14_turbostrojevi_i_propulzija.md,335,Numerički trag,## Strujanje gledano s lopatice
prije,source/u14_turbostrojevi_i_propulzija.md,337,MRF; mreža,## Strujanje gledano s lopatice
prije,source/u14_turbostrojevi_i_propulzija.md,341,mrežu,## Strujanje gledano s lopatice
prije,source/u14_turbostrojevi_i_propulzija.md,1004,Numerički most,### Kontrolni rezultat
prije,source/u14_turbostrojevi_i_propulzija.md,1006,MRF; mreža,### Kontrolni rezultat
prije,source/u14_turbostrojevi_i_propulzija.md,1008,mreži,### Kontrolni rezultat
prije,source/u14_turbostrojevi_i_propulzija.md,1010,cfd; verifikacija,### Kontrolni rezultat
poslije,source/u14_turbostrojevi_i_propulzija.md,226,Računalo,## Strujanje gledano s lopatice
poslije,source/u14_turbostrojevi_i_propulzija.md,989,Numerički most,### Kontrolni rezultat
poslije,source/u14_turbostrojevi_i_propulzija.md,991,CFD,### Kontrolni rezultat
poslije,source/u14_turbostrojevi_i_propulzija.md,993,MRF; mreža,### Kontrolni rezultat
poslije,source/u14_turbostrojevi_i_propulzija.md,995,cfd,### Kontrolni rezultat
prije,source/u15_otvoreni_tokovi.md,66,Numerički trag,## Froudeov broj i prijenos informacije {#sec-froude-kanal}
prije,source/u15_otvoreni_tokovi.md,68,mrežom,## Froudeov broj i prijenos informacije {#sec-froude-kanal}
prije,source/u15_otvoreni_tokovi.md,191,CFD; cfd,"## Hidraulički skok: energija se gubi, količina gibanja zatvara prijelaz {#sec-hidraulicki-skok}"
prije,source/u15_otvoreni_tokovi.md,239,Numerički trag,### Odgovori
prije,source/u15_otvoreni_tokovi.md,241,CFD; diskretiziraju; mreže,### Odgovori
prije,source/u15_otvoreni_tokovi.md,332,rezidual,### Kontrolni presjek na pragu {#task-kontrolni-presjek-na-pragu .unnumbered .unlisted}
prije,source/u15_otvoreni_tokovi.md,354,rezidual,### Provjera mjerenja hidrauličkog skoka {#task-skok-mjerenje .unnumbered .unlisted}
prije,source/u15_otvoreni_tokovi.md,358,rezidual,### Provjera mjerenja hidrauličkog skoka {#task-skok-mjerenje .unnumbered .unlisted}
prije,source/u15_otvoreni_tokovi.md,364,rezidual,### Naputak
prije,source/u15_otvoreni_tokovi.md,411,Numerički pokus,### Kontrolni rezultat
poslije,source/u15_otvoreni_tokovi.md,186,CFD; cfd,"## Hidraulički skok: energija se gubi, količina gibanja zatvara prijelaz {#sec-hidraulicki-skok}"
poslije,source/u15_otvoreni_tokovi.md,234,Numerički most,### Odgovori
poslije,source/u15_otvoreni_tokovi.md,238,CFD; VOF,### Odgovori
poslije,source/u15_otvoreni_tokovi.md,240,cfd,### Odgovori
poslije,source/u15_otvoreni_tokovi.md,327,rezidual,### Kontrolni presjek na pragu {#task-kontrolni-presjek-na-pragu .unnumbered .unlisted}
poslije,source/u15_otvoreni_tokovi.md,349,rezidual,### Provjera mjerenja hidrauličkog skoka {#task-skok-mjerenje .unnumbered .unlisted}
poslije,source/u15_otvoreni_tokovi.md,353,rezidual,### Provjera mjerenja hidrauličkog skoka {#task-skok-mjerenje .unnumbered .unlisted}
poslije,source/u15_otvoreni_tokovi.md,359,rezidual,### Naputak
poslije,source/u15_otvoreni_tokovi.md,406,Numerički pokus,### Kontrolni rezultat
nepromijenjeno,notebooks/u01_hidraulicna_presa.ipynb,"ćelija 3, redak 4",Mreža,Markdown bilježnice
nepromijenjeno,notebooks/u05_sila_na_ravnu_plohu.ipynb,"ćelija 3, redak 9",mrežom,Markdown bilježnice
nepromijenjeno,notebooks/u08_kontinuitet_suzenje.ipynb,"ćelija 5, redak 5",diskretizacija,Markdown bilježnice
nepromijenjeno,notebooks/u09_kompresibilna_sapnica.ipynb,"ćelija 2, redak 15",numerički pokus,Markdown bilježnice
nepromijenjeno,notebooks/u09_kompresibilna_sapnica.ipynb,"ćelija 8, redak 3",validaciju,Markdown bilježnice
nepromijenjeno,notebooks/u10_moody_dijagram.ipynb,"ćelija 2, redak 3",Rezidual,Markdown bilježnice
nepromijenjeno,notebooks/u10_moody_dijagram.ipynb,"ćelija 6, redak 5",reziduala,Markdown bilježnice
nepromijenjeno,notebooks/u10_moody_dijagram.ipynb,"ćelija 8, redak 3",reziduala,Markdown bilježnice
nepromijenjeno,notebooks/u10_moody_dijagram.ipynb,"ćelija 10, redak 4",rezidual,Markdown bilježnice
nepromijenjeno,notebooks/u11_sila_na_koljeno.ipynb,"ćelija 2, redak 10",Rezidual,Markdown bilježnice
nepromijenjeno,notebooks/u12_pelton_lopatica.ipynb,"ćelija 2, redak 3",mreže,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 0, redak 3",cfd,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 0, redak 5",CFD; mreže,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 0, redak 10",mreža,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 0, redak 13",GCI; mreža,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 0, redak 14",CFD,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 10, redak 1",GCI; mreži,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 10, redak 3",GCI; diskretizacijsku; validaciju,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 12, redak 3",CFD; mreže,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 12, redak 5",GCI; cfd; numerička nesigurnost,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 12, redak 7",CFD,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 14, redak 6",mreža,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 14, redak 7",mreža; validaciju,Markdown bilježnice
nepromijenjeno,notebooks/u12_poiseuille_konvergencija.ipynb,"ćelija 14, redak 9",CFD; validaciju,Markdown bilježnice
nepromijenjeno,notebooks/u13_paralelne_grane.ipynb,"ćelija 0, redak 1",mreža,Markdown bilježnice
nepromijenjeno,notebooks/u13_paralelne_grane.ipynb,"ćelija 0, redak 9",reziduala,Markdown bilježnice
nepromijenjeno,notebooks/u13_paralelne_grane.ipynb,"ćelija 0, redak 11",mreže,Markdown bilježnice
nepromijenjeno,notebooks/u13_paralelne_grane.ipynb,"ćelija 2, redak 3",reziduala,Markdown bilježnice
nepromijenjeno,notebooks/u13_paralelne_grane.ipynb,"ćelija 2, redak 5",mrežu,Markdown bilježnice
nepromijenjeno,notebooks/u15_otvoreni_tokovi.ipynb,"ćelija 8, redak 5",reziduala,Markdown bilježnice
nepromijenjeno,notebooks/u15_otvoreni_tokovi.ipynb,"ćelija 12, redak 8",reziduala,Markdown bilježnice
